Season,Week,Celebrity,Rule_Mode,Judge_Total_Score_Raw,Actual_Result,Judge_Percent,Judge_Rank_Points,Est_Fan%_Mean_Bayesian,Est_Fan%_Std_Bayesian,Acceptance_Rate%_Bayesian,Est_Fan%_Mean_Uniform,Est_Fan%_Std_Uniform,Acceptance_Rate%_Uniform
1,1,Evander Holyfield,Rank (Strict Elimination),18.0,Safe,,2.5,6.92,3.56,100.0,16.65,14.08,100.0
1,1,Joey McIntyre,Rank (Strict Elimination),20.0,Safe,,5.0,8.33,3.86,100.0,16.61,14.09,100.0
1,1,John O'Hurley,Rank (Strict Elimination),20.0,Safe,,5.0,6.67,3.49,100.0,16.72,14.16,100.0
1,1,Kelly Monaco,Rank (Strict Elimination),13.0,Safe,,1.0,49.32,6.98,100.0,16.65,14.08,100.0
1,1,Rachel Hunter,Rank (Strict Elimination),20.0,Safe,,5.0,21.69,5.75,100.0,16.72,14.15,100.0
1,1,Trista Sutter,Rank (Strict Elimination),18.0,Safe,,2.5,7.08,3.58,100.0,16.65,14.07,100.0
1,2,Evander Holyfield,Rank (Strict Elimination),14.0,Safe,,1.0,11.6,3.39,8.04,28.41,12.99,9.9
1,2,Joey McIntyre,Rank (Strict Elimination),21.0,Safe,,4.0,7.4,2.49,8.04,16.49,12.76,9.9
1,2,John O'Hurley,Rank (Strict Elimination),26.0,Safe,,6.0,6.63,2.33,8.04,14.84,13.13,9.9
1,2,Kelly Monaco,Rank (Strict Elimination),17.0,Safe,,2.0,49.25,7.02,8.04,21.97,13.06,9.9
1,2,Rachel Hunter,Rank (Strict Elimination),24.0,Safe,,5.0,21.19,5.95,8.04,14.67,12.85,9.9
1,2,Trista Sutter,Rank (Strict Elimination),19.0,Eliminated,,3.0,3.93,1.68,8.04,3.61,3.04,9.9
1,3,Evander Holyfield,Rank (Strict Elimination),13.0,Eliminated,,1.0,13.79,3.95,82.39,8.9,7.02,46.8
1,3,Joey McIntyre,Rank (Strict Elimination),22.0,Safe,,3.0,12.88,4.79,82.39,20.89,16.48,46.8
1,3,John O'Hurley,Rank (Strict Elimination),24.0,Safe,,4.0,12.34,4.68,82.39,20.9,16.6,46.8
1,3,Kelly Monaco,Rank (Strict Elimination),21.0,Safe,,2.0,38.85,6.77,82.39,28.77,16.01,46.8
1,3,Rachel Hunter,Rank (Strict Elimination),26.0,Safe,,5.0,22.14,5.69,82.39,20.54,16.73,46.8
1,4,Joey McIntyre,Rank (Strict Elimination),20.0,Safe,,1.0,28.57,3.45,0.22,39.7,16.6,8.35
